Town,Longitutde,Latitude,Direction,Percent
Sydney Airport,151.179428,-33.947346,SSW,0.075191731
Sydney Airport,151.179428,-33.947346,SW,0.030176726
Sydney Airport,151.179428,-33.947346,W,0.070023341
Sydney Airport,151.179428,-33.947346,WNW,0.08186062
Sydney Airport,151.179428,-33.947346,WSW,0.046515505
Sydney,151.194191,-34.035875,E,0.113591496
Sydney,151.194191,-34.035875,ENE,0.066970387
Sydney,151.194191,-34.035875,ESE,0.072133637
Sydney,151.194191,-34.035875,N,0.023690205
Sydney,151.194191,-34.035875,NE,0.063933181
Sydney,151.194191,-34.035875,NNE,0.023690205
Sydney,151.194191,-34.035875,NNW,0.021716021
Sydney,151.194191,-34.035875,NW,0.022019742
Sydney,151.194191,-34.035875,S,0.062110858
Sydney,151.194191,-34.035875,SE,0.048139711
Sydney,151.194191,-34.035875,SSE,0.061503417
Sydney,151.194191,-34.035875,SSW,0.052088079
Sydney,151.194191,-34.035875,SW,0.014882308
Sydney,151.194191,-34.035875,W,0.217463933
Sydney,151.194191,-34.035875,WNW,0.103416856
Sydney,151.194191,-34.035875,WSW,0.032649962
Townsville,146.816956,-19.258965,E,0.086166274
Townsville,146.816956,-19.258965,ENE,0.273813531
Townsville,146.816956,-19.258965,ESE,0.100807809
Townsville,146.816956,-19.258965,N,0.047963649
Townsville,146.816956,-19.258965,NE,0.117300572
Townsville,146.816956,-19.258965,NNE,0.028778189
Townsville,146.816956,-19.258965,NNW,0.020026927
Townsville,146.816956,-19.258965,NW,0.014136654
Townsville,146.816956,-19.258965,S,0.03988556
Townsville,146.816956,-19.258965,SE,0.109222484
Townsville,146.816956,-19.258965,SSE,0.06580276
Townsville,146.816956,-19.258965,SSW,0.049814877
Townsville,146.816956,-19.258965,SW,0.022887917
Townsville,146.816956,-19.258965,W,0.009424436
Townsville,146.816956,-19.258965,WNW,0.006058566
Townsville,146.816956,-19.258965,WSW,0.007909795
Tuggeranong,149.066971,-35.411616,E,0.037608123
Tuggeranong,149.066971,-35.411616,ENE,0.047010154
Tuggeranong,149.066971,-35.411616,ESE,0.025197443
Tuggeranong,149.066971,-35.411616,N,0.094960511
Tuggeranong,149.066971,-35.411616,NE,0.041745017
Tuggeranong,149.066971,-35.411616,NNE,0.037796164
Tuggeranong,149.066971,-35.411616,NNW,0.119969914
Tuggeranong,149.066971,-35.411616,NW,0.135201203
Tuggeranong,149.066971,-35.411616,S,0.069010906
Tuggeranong,149.066971,-35.411616,SE,0.030838661
Tuggeranong,149.066971,-35.411616,SSE,0.047574276
Tuggeranong,149.066971,-35.411616,SSW,0.035163595
Tuggeranong,149.066971,-35.411616,SW,0.031590824
Tuggeranong,149.066971,-35.411616,W,0.08217375
Tuggeranong,149.066971,-35.411616,WNW,0.119781873
Tuggeranong,149.066971,-35.411616,WSW,0.044377586
Uluru,131.035431,-25.34449,E,0.205067568
Uluru,131.035431,-25.34449,ENE,0.084121622
Uluru,131.035431,-25.34449,ESE,0.1875
Uluru,131.035431,-25.34449,N,0.035135135
Uluru,131.035431,-25.34449,NE,0.049324324
Uluru,131.035431,-25.34449,NNE,0.025
Uluru,131.035431,-25.34449,NNW,0.036148649
Uluru,131.035431,-25.34449,NW,0.036148649
Uluru,131.035431,-25.34449,S,0.047297297
Uluru,131.035431,-25.34449,SE,0.114864865
Uluru,131.035431,-25.34449,SSE,0.071283784
Uluru,131.035431,-25.34449,SSW,0.030405405
Uluru,131.035431,-25.34449,SW,0.017567568
Uluru,131.035431,-25.34449,W,0.019594595
Uluru,131.035431,-25.34449,WNW,0.025337838
Uluru,131.035431,-25.34449,WSW,0.015202703
Wagga Wagga,147.359497,-35.108503,E,0.155696855
Wagga Wagga,147.359497,-35.108503,ENE,0.150713181
Wagga Wagga,147.359497,-35.108503,ESE,0.053273758
Wagga Wagga,147.359497,-35.108503,N,0.048633786
Wagga Wagga,147.359497,-35.108503,NE,0.056538924
Wagga Wagga,147.359497,-35.108503,NNE,0.038666438
Wagga Wagga,147.359497,-35.108503,NNW,0.038666438
Wagga Wagga,147.359497,-35.108503,NW,0.056023372
Wagga Wagga,147.359497,-35.108503,S,0.017528785
Wagga Wagga,147.359497,-35.108503,SE,0.021825056
Wagga Wagga,147.359497,-35.108503,SSE,0.019762846
Wagga Wagga,147.359497,-35.108503,SSW,0.022856161
Wagga Wagga,147.359497,-35.108503,SW,0.05774188
Wagga Wagga,147.359497,-35.108503,W,0.095205362
Wagga Wagga,147.359497,-35.108503,WNW,0.067881079
Wagga Wagga,147.359497,-35.108503,WSW,0.09898608
Walpole,116.735262,-34.977281,E,0.046272012
Walpole,116.735262,-34.977281,ENE,0.053952791
Walpole,116.735262,-34.977281,ESE,0.05638816
Walpole,116.735262,-34.977281,N,0.040277257
Walpole,116.735262,-34.977281,NE,0.038403897
Walpole,116.735262,-34.977281,NNE,0.038216561
Walpole,116.735262,-34.977281,NNW,0.046459348
Walpole,116.735262,-34.977281,NW,0.099662795
Walpole,116.735262,-34.977281,S,0.074934432
Walpole,116.735262,-34.977281,SE,0.087298614
Walpole,116.735262,-34.977281,SSE,0.095166729
Walpole,116.735262,-34.977281,SSW,0.050768078
Walpole,116.735262,-34.977281,SW,0.058823529
Walpole,116.735262,-34.977281,W,0.064443612
Walpole,116.735262,-34.977281,WNW,0.084301236
Walpole,116.735262,-34.977281,WSW,0.064630948
Watsonia,145.082287,-37.711031,E,0.035330793
Watsonia,145.082287,-37.711031,ENE,0.071354347
Watsonia,145.082287,-37.711031,ESE,0.018011777
Watsonia,145.082287,-37.711031,N,0.129026671
Watsonia,145.082287,-37.711031,NE,0.078281954
Watsonia,145.082287,-37.711031,NNE,0.070315206
Watsonia,145.082287,-37.711031,NNW,0.056286803
Watsonia,145.082287,-37.711031,NW,0.029269138
Watsonia,145.082287,-37.711031,S,0.062521649
Watsonia,145.082287,-37.711031,SE,0.018704538
Watsonia,145.082287,-37.711031,SSE,0.046414964
Watsonia,145.082287,-37.711031,SSW,0.108590232
Watsonia,145.082287,-37.711031,SW,0.114132317
Watsonia,145.082287,-37.711031,W,0.066158642
Watsonia,145.082287,-37.711031,WNW,0.025458954
Watsonia,145.082287,-37.711031,WSW,0.070142016
Williamtown,151.840769,-32.793498,E,0.048833965
Williamtown,151.840769,-32.793498,ENE,0.045246163
Williamtown,151.840769,-32.793498,ESE,0.078333666
Williamtown,151.840769,-32.793498,N,0.033884792
Williamtown,151.840769,-32.793498,NE,0.039864461
Williamtown,151.840769,-32.793498,NNE,0.032688858
Williamtown,151.840769,-32.793498,NNW,0.045445485
Williamtown,151.840769,-32.793498,NW,0.117998804
Williamtown,151.840769,-32.793498,S,0.059796691
Williamtown,151.840769,-32.793498,SE,0.08391469
Williamtown,151.840769,-32.793498,SSE,0.062587204
Williamtown,151.840769,-32.793498,SSW,0.039465816
Williamtown,151.840769,-32.793498,SW,0.030894957
Williamtown,151.840769,-32.793498,W,0.050827188
Williamtown,151.840769,-32.793498,WNW,0.19115009
Williamtown,151.840769,-32.793498,WSW,0.039067172
Witchcliffe,115.10018,-34.02597,E,0.048767512
Witchcliffe,115.10018,-34.02597,ENE,0.028905834
Witchcliffe,115.10018,-34.02597,ESE,0.050718212
Witchcliffe,115.10018,-34.02597,N,0.074303955
Witchcliffe,115.10018,-34.02597,NE,0.020393687
Witchcliffe,115.10018,-34.02597,NNE,0.041496719
Witchcliffe,115.10018,-34.02597,NNW,0.033339245
Witchcliffe,115.10018,-34.02597,NW,0.054619613
Witchcliffe,115.10018,-34.02597,S,0.079092038
Witchcliffe,115.10018,-34.02597,SE,0.106401844
Witchcliffe,115.10018,-34.02597,SSE,0.154105338
Witchcliffe,115.10018,-34.02597,SSW,0.06171307
Witchcliffe,115.10018,-34.02597,SW,0.067565171
Witchcliffe,115.10018,-34.02597,W,0.068806526
Witchcliffe,115.10018,-34.02597,WNW,0.052136904
Witchcliffe,115.10018,-34.02597,WSW,0.057634332
Wollongong,150.893892,-34.428377,E,0.032479808
Wollongong,150.893892,-34.428377,ENE,0.041587902
Wollongong,150.893892,-34.428377,ESE,0.030073896
Wollongong,150.893892,-34.428377,N,0.068912184
Wollongong,150.893892,-34.428377,NE,0.122529644
Wollongong,150.893892,-34.428377,NNE,0.087300223
Wollongong,150.893892,-34.428377,NNW,0.031448703
Wollongong,150.893892,-34.428377,NW,0.041072349
Wollongong,150.893892,-34.428377,S,0.102423097
Wollongong,150.893892,-34.428377,SE,0.054304863
Wollongong,150.893892,-34.428377,SSE,0.073895858
Wollongong,150.893892,-34.428377,SSW,0.090221688
Wollongong,150.893892,-34.428377,SW,0.084035058
Wollongong,150.893892,-34.428377,W,0.052586355
Wollongong,150.893892,-34.428377,WNW,0.03299536
Wollongong,150.893892,-34.428377,WSW,0.054133013
Woomera,136.825423,-31.200317,E,0.051070285
Woomera,136.825423,-31.200317,ENE,0.036743637
Woomera,136.825423,-31.200317,ESE,0.062531603
Woomera,136.825423,-31.200317,N,0.09236474
Woomera,136.825423,-31.200317,NE,0.04331704
Woomera,136.825423,-31.200317,NNE,0.059834822
Woomera,136.825423,-31.200317,NNW,0.042137199
Woomera,136.825423,-31.200317,NW,0.031181527
Woomera,136.825423,-31.200317,S,0.092196191
Woomera,136.825423,-31.200317,SE,0.093038935
Woomera,136.825423,-31.200317,SSE,0.094387325
Woomera,136.825423,-31.200317,SSW,0.092870386
Woomera,136.825423,-31.200317,SW,0.065396932
Woomera,136.825423,-31.200317,W,0.050901736
Woomera,136.825423,-31.200317,WNW,0.03219282
Woomera,136.825423,-31.200317,WSW,0.059834822
